HeartRate,Glucose,Temperature,Oxygen,Steps,RiskLevel,RiskEncoded
136,147.8791274299985,35.58654094481197,85.1818116196584,9794,Critical,0
64,106.88678605199206,35.625928961012754,88.61802186399312,441,Critical,0
115,79.49809017287421,38.427826436144855,99.6381063236508,14478,Needs Checkup,2
81,171.16352649784142,37.151529474497316,97.02305667824484,4628,Needs Checkup,2
136,146.8101858299919,36.002623633501685,99.3936496648155,6370,Critical,0
112,134.68455287668502,37.45797273370719,92.31781065889544,9528,Needs Checkup,2
135,185.14496162713408,35.32104468537567,86.64604298016255,17332,Critical,0
100,170.4036095714343,37.909857009571994,93.2193923346054,11565,Needs Checkup,2
74,81.23448316258516,36.34496702217549,91.81566001839941,8179,Needs Checkup,2
107,103.64108949137676,38.98779550318594,97.66535624109424,16013,Needs Checkup,2
112,94.7884795740252,36.55180979461787,86.47123871176368,16843,Critical,0
111,164.15248096017478,37.276100745409,92.32361705532668,392,Needs Checkup,2
71,64.69454086300911,35.058102699540505,87.25072997040976,12130,Critical,0
107,139.78455588198432,35.36223443897279,89.8701389033509,18171,Critical,0
107,166.7442160036967,36.96246778203342,96.060356160817,10449,Needs Checkup,2
135,182.74718914664493,37.399694173585615,92.1402719405315,17522,Critical,0
98,107.89144482022704,38.00010274059652,90.63832427718654,7418,Needs Checkup,2
101,174.97602265408182,36.45831289354652,90.91714417855053,2454,Needs Checkup,2
91,75.48844317372901,38.474909430632714,91.8917015260898,17761,Needs Checkup,2
119,178.50332084283255,39.30061198594602,96.77524815755585,15223,Critical,0
64,77.84841272647753,38.89925494446675,98.38127033410352,6701,Needs Checkup,2
103,115.62022067845142,35.198094126741786,99.33002029755892,2597,Needs Checkup,2
109,171.62135120913752,37.40253473628914,96.80355079382943,141,Needs Checkup,2
57,80.98843982882833,35.524650892090875,89.7311034362202,2659,Critical,0
102,92.0951953325698,36.210225079312636,95.32202059129813,9031,Needs Checkup,2
109,161.1153595750293,39.933312966335734,91.56404686083089,15037,Critical,0
54,160.8051151164504,35.712477714507564,88.82005933069077,13970,Critical,0
117,149.7606686039416,37.49444076725678,97.61307369138883,5661,Needs Checkup,2
55,157.152782225394,38.0907786715906,85.57639523443487,6142,Critical,0
96,135.98142206866345,38.51232485272052,98.52642988203135,12109,Needs Checkup,2
104,95.25186824697339,37.79824341743457,91.92216196937102,8787,Needs Checkup,2
89,108.39743909054872,35.04885423709592,94.55802215212421,10096,Needs Checkup,2
101,85.4236803521996,36.63230654121996,94.89030883308673,8472,Needs Checkup,2
65,187.18307858670795,37.58855821692356,98.42676611059804,16807,Critical,0
62,141.67485126725688,35.439332495724166,94.55004523250811,4249,Needs Checkup,2
79,116.11919834690958,36.7531346560459,94.20900377140093,14949,Needs Checkup,2
68,124.68081251017857,35.16601554395683,85.99978060841035,1750,Critical,0
66,192.61966754565415,35.39289248577511,92.77612032917806,18351,Critical,0
112,81.46919643625122,36.98461638100798,87.25253501225562,4088,Critical,0
68,142.0721764823516,35.6635787702153,96.06150653082229,15282,Needs Checkup,2
107,130.82441504382524,37.83770424130779,92.68332881219011,19330,Needs Checkup,2
104,145.60359296085068,38.44732484568633,95.2034166881253,9641,Needs Checkup,2
139,62.53542573491767,39.00293349554541,85.62509350903576,5075,Critical,0
139,182.0973472521812,36.00075122122405,86.27188024068705,10412,Critical,0
111,190.49655954770574,35.837412911295345,95.74485082094023,15686,Critical,0
72,139.11864570248923,35.522839201672,86.0812650399801,7230,Critical,0
58,157.5311153427649,38.18215124771818,86.06885091647888,15432,Critical,0
61,189.1499133648214,38.53237863243451,85.18162712852332,11002,Critical,0
50,159.0134088038758,35.15793072412821,99.3475209744922,13947,Needs Checkup,2
107,81.3554660079966,39.68106123121845,96.0626253918851,13686,Critical,0
50,140.68037042335385,35.259856418257364,90.29877112753096,17915,Needs Checkup,2
83,144.94010649359984,37.706481676505355,89.44803371931482,13074,Critical,0
97,119.37829398233404,38.54530259725458,90.24554844618774,19374,Needs Checkup,2
138,163.1021929874612,39.35484561873043,96.61980296771773,4493,Critical,0
50,190.81138206766207,38.57043466066214,94.92055916605622,17317,Critical,0
65,189.57959180694868,39.00864041534896,87.77793351801202,1460,Critical,0
110,123.11751199657849,36.69725096271403,87.61164003001126,14140,Critical,0
113,75.85332641770573,39.07412556873256,86.47593474570095,19107,Critical,0
112,197.87776785472684,35.40057423192338,94.90454079552008,10704,Critical,0
118,177.44573210243078,39.47408328030264,96.46558993332604,16669,Critical,0
71,77.45277536845737,37.73796188076868,88.97569642487505,16648,Critical,0
116,188.91786356643212,39.08648884981247,85.3141744154637,6816,Critical,0
125,181.78549068869796,37.2615914225915,86.23257501214641,11639,Critical,0
75,132.6373279976501,38.217888475982626,99.51790052267546,14424,Needs Checkup,2
65,142.7785610042901,37.63201330468057,89.4316716621613,13965,Critical,0
100,115.86037854181824,38.65794760877666,96.53834721757201,18146,Needs Checkup,2
135,67.66662943508439,35.40814991015295,94.36995353281395,11240,Critical,0
106,106.92761383042614,35.30176041995282,90.72909459479344,40,Needs Checkup,2
78,172.39948280372158,36.23551617005073,88.08530893293333,5827,Critical,0
127,60.6484832206444,35.79772340056594,86.82079627239109,8259,Critical,0
118,106.68988403676019,39.35891783296101,94.225194520583,17371,Critical,0
96,115.74361710273206,36.09606993679022,96.61950670956682,14849,Healthy,1
111,135.2353844113092,39.87932627909566,94.65856380311696,16232,Critical,0
118,188.77978629778647,36.684478958855536,92.95453199873738,7804,Critical,0
125,108.48843921123458,35.9105895784435,85.62926835147455,19582,Critical,0
65,108.57344826547188,38.9484925357124,99.52733166391576,5374,Needs Checkup,2
139,163.25017473536477,38.29353887750438,96.98071287481862,2524,Critical,0
139,123.310511724573,37.4909785822657,89.39233055051447,9277,Critical,0
97,91.44467521159747,37.77681775468815,99.69955494038275,18863,Needs Checkup,2
134,123.34153225857708,38.59600889136132,94.02822384454483,9885,Critical,0
88,79.71998285317198,36.142273706656496,93.7363398731087,778,Needs Checkup,2
82,84.69417811087126,39.98166958028371,96.22109769144298,1492,Critical,0
72,129.77148818352717,39.873965810733914,97.17654682135206,17044,Critical,0
59,118.6495629306367,38.25162843173469,94.84717910997254,17732,Needs Checkup,2
118,188.078426149534,35.99771225464573,86.921436195493,13615,Critical,0
83,110.73514587632863,38.40114121215646,90.07401258991747,12132,Needs Checkup,2
101,141.28236903892608,35.36099204489588,98.92125460489075,10178,Needs Checkup,2
59,148.51700030873425,35.15326251102903,88.36923417765777,7851,Critical,0
68,61.833223922366706,36.28841444255607,90.5825053575627,16288,Needs Checkup,2
107,152.89523208233948,37.313114783696584,91.48115324416294,7156,Needs Checkup,2
50,84.9250353617652,39.3413625270419,91.59107484541678,2044,Critical,0
118,194.54984444572372,38.63584534883154,94.19409373741789,7368,Critical,0
53,80.81278188543581,38.7135326059999,99.14613756617061,19900,Needs Checkup,2
65,118.04737732178333,37.127466672240374,88.61039067748757,13635,Critical,0
73,71.94895353101015,36.72967496273481,86.82252064451377,9168,Critical,0
129,199.56239525843262,36.85519381492301,87.96205734789906,17111,Critical,0
51,130.30730144637397,39.93824781868029,98.30387350313904,11328,Critical,0
81,143.35390242480614,35.20054595706241,94.68716218982809,13319,Needs Checkup,2
133,69.39070683437984,39.335157480612246,89.2886018385874,342,Critical,0
73,164.9944658558849,37.893377042861964,97.23920408452926,1447,Needs Checkup,2
61,89.386783033382,37.193077095947956,97.92054994545154,6581,Healthy,1
99,185.7276005216999,38.62628830207568,97.69771508035417,11851,Critical,0
84,88.719549667481,37.43334470712352,98.78389800459331,6317,Healthy,1
82,86.69628089291332,39.367116190408304,88.78361530260042,16910,Critical,0
82,65.11695349873328,39.503509320056295,96.32562893119417,10088,Critical,0
110,126.0893723153999,37.108604634367275,91.9080924591121,12946,Needs Checkup,2
100,139.0777586567663,36.38413898617526,97.62997829335092,16789,Healthy,1
92,69.19920951996933,37.96175164296681,95.9273601574242,14567,Needs Checkup,2
61,168.57386633730147,39.56181672808346,96.64671169749587,14868,Critical,0
116,123.46043686472387,36.053310945028336,94.84242756521607,9765,Needs Checkup,2
114,133.4146377058612,38.11483291781742,87.6614315420456,12466,Critical,0
82,121.70678457135193,38.157801100462606,93.17540378345407,18230,Needs Checkup,2
89,116.10682852254564,38.66556511207641,99.77004609286763,17862,Needs Checkup,2
123,138.3496463831505,35.6578384256363,99.06082099745679,10587,Critical,0
92,81.73363443029976,38.579124823410446,85.64760603695518,771,Critical,0
93,85.46993826933796,39.54516260332821,87.47222223594156,16300,Critical,0
78,180.64998694189242,35.89841554435121,86.97593160181843,8770,Critical,0
